Name,Status,Tenant,Site,Location,Rack,Rack Position,Role,Manufacturer,Type,IP Address,ID,Tenant Group,Serial number,Asset tag,Region,Site Group,Parent Device,Position (Device Bay),Position,Rack face,Latitude,Longitude,Airflow,IPv4 Address,IPv6 Address,OOB IP,Cluster,Virtual Chassis,VC Position,VC Priority,Description,Config Template,Comments,Contacts,Tags,Created,Last updated,Platform,Server Group,Backup,DTAP state,Harddisk,open actions,CPU,Memory,Monitor hardware,HW buy date,HW warranty expiration,Warranty type,Console ports,Console server ports,Power ports,Power outlets,Interfaces,Front ports,Rear ports,Device bays,Module bays,Inventory items
sw65-00,active,2,1,5,T30,Front 22.0,2,,,1914,1367,,BZU2326K05Z,,,,,,22.0,Front,,,,1914,,,,sw65,1,,,,,,,2025-07-22T10:02:56.120890Z,2025-07-22T10:16:20Z,,,,,,,,,,,,,1,0,1,0,49,0,0,0,0,0
sw65-01,active,2,1,5,T30,Front 20.0,2,,,,1366,,BZU2326K05Z,,,,,,20.0,Front,,,,,,,,sw65,2,,,,,,,2025-07-22T10:02:55.417129Z,2025-07-22T10:16:19Z,,,,,,,,,,,,,1,0,1,0,48,0,0,0,0,0
sw67-am8-mgmt,active,2,7,14,0303,Rear 43.0,2,,,,1984,,,,,,,,43.0,Rear,,,,,,,,,,,,,,,,2025-07-22T10:14:06.795841Z,2025-08-26T09:27:37Z,,,,,,,,,,,,,2,0,2,0,28,0,0,0,0,0
sw68-am8-00,active,7,7,14,0304,Rear 47.0,38,,,21230,2430,,,,,,,,47.0,Rear,,,Front to rear,21230,,,,sw68-am8,1,,,,,,,2025-08-12T11:35:28.180047Z,2025-08-19T08:34:18Z,Junos 22.4R3.25 limited,,,,,,,,,,,,1,0,2,0,53,0,0,0,0,0
sw68-am8-01,active,7,7,14,0304,Rear 46.0,38,,,,2431,,,,,,,,46.0,Rear,,,Front to rear,,,,,sw68-am8,2,,,,,,,2025-08-12T11:36:11.822817Z,2025-08-19T08:34:35Z,Junos 22.4R3.25 limited,,,,,,,,,,,,1,0,2,0,52,0,0,0,0,0
sw69,active,7,7,14,0304,Rear 44.0,39,,,7202,1472,,,,,,,,44.0,Rear,,,,7202,,,,,,,,,,,,2025-07-22T10:04:54.778219Z,2025-08-19T08:37:58Z,,,,,,,,,,,,,1,0,1,0,49,0,0,0,0,0
sw71 psu,active,2,1,5,S30,Front 23.0,8,,,,1482,,,,,,,,23.0,Front,,,,,,,,,,,,,,,,2025-07-22T10:05:00.891243Z,2025-07-22T10:05:00Z,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0
sw71-00,active,2,1,5,S30,Front 24.0,2,,,1917,1477,,BZU2533H850,,,,,,24.0,Front,,,,1917,,,,sw71,1,,,,,,,2025-07-22T10:04:58.044443Z,2025-07-22T10:16:24Z,,,,,,,,,,,,,1,0,1,0,53,0,0,0,0,0
sw71-01,active,2,1,5,S30,Front 22.0,2,,,,1476,,BZU2533H850,,,,,,22.0,Front,,,,,,,,sw71,2,,,,,,,2025-07-22T10:04:57.441556Z,2025-07-22T10:16:23Z,,,,,,,,,,,,,1,0,1,0,52,0,0,0,0,0
sw73,active,7,2,18,KT-16,Rear 43.0,39,,,7203,1478,,CN137XJ08,,,,,,43.0,Rear,,,,7203,,,,,,,,,,,,2025-07-22T10:04:58.603130Z,2025-09-09T07:16:37Z,,,,,,,,,,,,,1,0,1,0,49,0,0,0,0,0
sw74,active,2,1,5,S30,Front 26.0,2,,,,1475,,CN040XJ0FG,,,,,,26.0,Front,,,,,,,,,,,,,,,,2025-07-22T10:04:56.482850Z,2025-07-22T10:04:56Z,,,,,,,,,,,,,1,0,1,0,48,0,0,0,0,0
sw75,active,2,7,14,0306,Front 34.0,2,,,1164,1408,,,,,,,,34.0,Front,,,,1164,,,,,,,,,only used for swyx pvlan setup,,,2025-07-22T10:03:45.178093Z,2025-08-27T07:09:49Z,,,,,,,,,,,,,0,0,2,0,55,0,0,0,0,0
sw76,active,2,1,5,V30,Front 29.0,2,,,1376,1571,,,,,,,,29.0,Front,,,,1376,,,,,,,,,"only used for swyx pvlan

_____------Only reachable via telnet----_____",,,2025-07-22T10:06:45.442077Z,2025-08-27T07:09:57Z,,,,,,,,,,,,,0,0,2,0,54,0,0,0,0,0
sw77-00,active,2,2,18,KT-17,Front 44.0,2,,,,1643,,BZQ2533H817,,,,,,44.0,Front,,,,,,,,sw77,1,,,,,,,2025-07-22T10:08:12.442477Z,2025-07-22T10:16:25Z,,,,,,,,,,,,,1,0,1,0,52,0,0,0,0,0
sw77-01,active,2,2,18,KT-17,Front 43.0,2,,,,1642,,BZQ2533H817,,,,,,43.0,Front,,,,,,,,sw77,2,,,,,,,2025-07-22T10:08:11.868197Z,2025-07-22T10:16:25Z,,,,,,,,,,,,,1,0,1,0,52,0,0,0,0,0
sw77-psu,active,2,2,18,KT-17,Front 45.0,8,,,,1679,,,,,,,,45.0,Front,,,,,,,,,,,,,,,,2025-07-22T10:08:57.088390Z,2025-07-22T10:08:57Z,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0
sw78,active,2,2,18,KT-17,Front 41.0,2,,,,1644,,CN743XJ0J1,,,,,,41.0,Front,,,,,,,,,,,,,,,,2025-07-22T10:08:13.022148Z,2025-07-22T10:08:13Z,,,,,,,,,,,,,1,0,1,0,48,0,0,0,0,0
sw79-gsw-00,active,7,1,2,S27,Rear 42.0,38,,,7207,2432,,,,,,,,42.0,Rear,,,Front to rear,7207,,,,sw79-gsw,1,1,,,,,,2025-08-13T09:19:36.517593Z,2025-09-15T11:05:42Z,Junos 22.4R3.25 limited,,,,,,,,,,,,1,0,2,0,53,0,0,0,0,0
sw79-gsw-01,active,7,1,2,S27,Rear 41.0,38,,,,2433,,,,,,,,41.0,Rear,,,Front to rear,,,,,sw79-gsw,2,2,,,,,,2025-08-13T09:20:02.434473Z,2025-09-15T11:05:42Z,Junos 22.4R3.25 limited,,,,,,,,,,,,1,0,2,0,52,0,0,0,0,0
sw80-am8-00,active,7,7,14,0319,Rear 47.0,38,,,21256,2425,,,,,,,,47.0,Rear,,,Front to rear,21256,,,,sw80-am8,1,,,,,,,2025-08-12T08:35:10.016683Z,2025-08-15T09:18:27Z,Junos 22.4R3.25 limited,,,,,,,,,,,,1,0,2,0,53,0,0,0,0,0
sw80-am8-01,active,7,7,14,0319,Rear 46.0,38,,,,2426,,,,,,,,46.0,Rear,,,Front to rear,,,,,sw80-am8,2,,,,,,,2025-08-12T08:35:49.405254Z,2025-08-15T09:18:43Z,Junos 22.4R3.25 limited,,,,,,,,,,,,1,0,2,0,52,0,0,0,0,0
sw81-00,active,2,5,10,C04,Front 41.0,2,,,,1677,,BZU0447J04E,,,,,,41.0,Front,,,,,,,,sw81,1,,,,,,,2025-07-22T10:08:55.475556Z,2025-07-22T10:16:26Z,,,,,,,,,,,,,0,0,0,0,48,0,0,0,0,0
sw81-01,active,2,5,10,C04,Front 39.0,2,,,,1676,,BZU0447J04E,,,,,,39.0,Front,,,,,,,,sw81,2,,,,,,,2025-07-22T10:08:54.505025Z,2025-07-22T10:16:26Z,,,,,,,,,,,,,0,0,0,0,48,0,0,0,0,0
sw83,active,7,7,14,0319,Rear 44.0,39,,,1554,1696,,CN848XJGD9,,,,,,44.0,Rear,,,Front to rear,1554,,,,,,,,,,,,2025-07-22T10:09:11.577167Z,2025-08-15T09:18:58Z,,,,,,,,,,,,,1,0,1,0,49,0,0,0,0,0
sw84-am8-mgmt,active,7,7,14,0308,Rear 44.0,39,,,7210,2008,,,,,,,,44.0,Rear,,,Front to rear,7210,,,,,,,,,,,,2025-07-22T10:14:23.644154Z,2025-08-28T09:07:41Z,Junos 22.4R2.8,,,,,,,,,,,,1,0,2,0,29,0,0,0,0,0
sw85-gsw-mgmt,active,2,1,2,V27,Front 42.0,2,,,,2024,,,,,,,,42.0,Front,,,,,,,,,,,,,,,,2025-07-22T10:14:33.596129Z,2025-07-22T10:14:33Z,,,,,,,,,,,,,1,0,2,0,28,0,0,0,0,0
sw86,active,2,7,11,0601,Front 41.0,2,,,1702,1807,,CN119XJ0MP,,,,,,41.0,Front,,,,1702,,,,,,,,,,,,2025-07-22T10:11:14.613697Z,2025-07-22T10:11:14Z,,,,,,,,,,,,,1,0,1,0,49,0,0,0,0,0
sw87,active,2,1,2,P27,Front 41.0,2,,,1704,1813,,,,,,,,41.0,Front,,,,1704,,,,,,,,,,,,2025-07-22T10:11:18.930759Z,2025-07-22T10:11:19Z,,,,,,,,,,,,,1,0,1,0,49,0,0,0,0,0
sw88-00,active,2,2,4,LI-09,Front 43.0,2,,,1922,1810,,102235650648,,,,,,43.0,Front,,,,1922,,,,sw88,1,,,,,,,2025-07-22T10:11:16.763709Z,2025-07-22T10:16:32Z,,,,,,,,,,,,,1,0,2,0,56,0,0,0,0,0
sw88-01,active,2,2,4,LI-09,Front 42.0,2,,,,1809,,102235650648,,,,,,42.0,Front,,,,,,,,sw88,2,,,,,,,2025-07-22T10:11:16.181537Z,2025-07-22T10:16:31Z,,,,,,,,,,,,,1,0,2,0,55,0,0,0,0,0
sw89-gsw-00,active,7,1,2,K27,Rear 42.0,38,,,21216,2423,,NX3622050912,,,,,,42.0,Rear,,,Front to rear,21216,,,,sw89-gsw,1,,,,,,,2025-08-06T09:05:21.277487Z,2025-08-25T09:23:57Z,Junos 22.4R3.25 limited,,,,,,,,,,,,1,0,2,0,53,0,0,0,0,0
sw89-gsw-01,active,7,1,2,K27,Rear 41.0,38,,,,2424,,NX3622050837,,,,,,41.0,Rear,,,Front to rear,,,,,sw89-gsw,2,,,,,,,2025-08-06T09:06:25.598557Z,2025-08-25T09:24:37Z,Junos 22.4R3.25 limited,,,,,,,,,,,,1,0,2,0,53,0,0,0,0,0
sw90,active,2,13,,,,2,,,1701,1806,,102235650671,,,,,,,,,,,1701,,,,,,,,,,,,2025-07-22T10:11:13.732847Z,2025-07-22T10:11:14Z,,,,,,,,,,,,,2,0,4,0,111,0,0,0,0,0
sw91,active,2,7,11,0602,Front 44.0,2,,,,1905,,,,,,,,44.0,Front,,,,,,,,,,,,,,,,2025-07-22T10:12:52.261489Z,2025-07-22T10:12:52Z,,,,,,,,,,,,,1,0,1,0,48,0,0,0,0,0
sw94-nkf-00,active,2,3,3,348,Front 43.0,2,,,,1978,,,,,,,,43.0,Front,,,,,,,,sw94-nkf,1,,,,,,,2025-07-22T10:14:02.880558Z,2025-07-22T10:16:32Z,,,,,,,,,,,,,1,0,2,0,52,0,0,0,0,0
sw94-nkf-01,active,2,3,3,348,Front 42.0,2,,,,1977,,,,,,,,42.0,Front,,,,,,,,sw94-nkf,2,,,,,,,2025-07-22T10:14:02.276434Z,2025-07-22T10:16:32Z,,,,,,,,,,,,,1,0,2,0,51,0,0,0,0,0
sw95-am8-00,active,7,7,14,0309,Rear 46.0,38,,,19845,2000,,,,,,,,46.0,Rear,,,Front to rear,19845,,,,sw95-am8,1,,,,,,,2025-07-22T10:14:18.372992Z,2025-08-28T09:38:48Z,Junos 22.4R2.8,,,,,,,,,,,,1,0,2,0,53,0,0,0,0,0
sw95-am8-01,active,7,7,14,0309,Rear 45.0,38,,,,1999,,,,,,,,45.0,Rear,,,Front to rear,,,,,sw95-am8,2,,,,,,,2025-07-22T10:14:17.751792Z,2025-08-28T09:22:40Z,Junos 22.4R2.8,,,,,,,,,,,,1,0,2,0,52,0,0,0,0,0
sw97-gsw-00,active,2,1,2,S27,Front 10.0,2,,,,1989,,,,,,,,10.0,Front,,,,,,,,sw97-gsw,1,,,,,,,2025-07-22T10:14:09.662802Z,2025-07-22T10:16:35Z,,,,,,,,,,,,,1,0,2,0,54,0,0,0,0,0
sw97-gsw-01,active,2,1,2,S27,Front 9.0,2,,,,1988,,,,,,,,9.0,Front,,,,,,,,sw97-gsw,2,,,,,,,2025-07-22T10:14:09.078055Z,2025-07-22T10:16:35Z,,,,,,,,,,,,,1,0,2,0,54,0,0,0,0,0
sw98-am8-mgmt,active,2,7,11,0605,Front 44.0,2,,,,2013,,,,,,,,44.0,Front,,,,,,,,,,,,,,,,2025-07-22T10:14:26.855811Z,2025-07-22T10:14:26Z,,,,,,,,,,,,,1,0,2,0,52,0,0,0,0,0
sw99-am8-00,active,2,7,11,0605,Front 47.0,2,,,,2029,,,,,,,,47.0,Front,,,,,,,,sw99-am8,1,,,,,,,2025-07-22T10:14:36.884171Z,2025-07-22T10:16:41Z,,,,,,,,,,,,,1,0,2,0,52,0,0,0,0,0
sw99-am8-01,active,2,7,11,0605,Front 46.0,2,,,,2028,,,,,,,,46.0,Front,,,,,,,,sw99-am8,2,,,,,,,2025-07-22T10:14:36.324335Z,2025-07-22T10:16:41Z,,,,,,,,,,,,,1,0,2,0,52,0,0,0,0,0
Switch &quot;SW 0 2 2&quot;,active,2,13,,,,2,,,,914,,,,,,,,,,,,,,,,,,,,,,HP Procurve,,,2025-07-22T09:55:21.441427Z,2025-08-27T07:09:03Z,,,,,,,,,,,,,0,0,0,0,50,0,0,0,0,0
Synlogic,active,2,13,,,,4,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:43:03.969866Z,2025-07-22T09:43:03Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
Synology,active,1,2,4,LI-09,Front 36.0,27,,,518,865,,,SRV00172,,,,,36.0,Front,,,,518,,,,,,,,,"Synology RS3412xs iSCSI Storage for veeam-hyper-v (B32 and BeterBed) as well as Atomia and vw-vcenter1 via 172.18.3.48. 

was Reachable only from specific mgmt IPs (IPsec backup VPN, Almere office); ticket raised with network team to make it available from all mgmt networks.",,,2025-07-22T09:54:33.250828Z,2025-08-27T07:08:56Z,,,,,,,,,,,,,0,0,1,0,4,0,0,0,0,0
Tamar Heeremans,active,2,13,,,,4,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:45:55.675769Z,2025-07-22T09:45:55Z,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0
target-inter-02,active,2,13,,,,2,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:43:45.687675Z,2025-07-22T09:43:45Z,,,,,,,,,,,,,0,0,0,0,24,0,0,0,0,0
target-intra-02,active,2,13,,,,2,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:43:46.010655Z,2025-07-22T09:43:46Z,,,,,,,,,,,,,0,0,0,0,24,0,0,0,0,0
target-mgmt-02,active,2,13,,,,2,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:43:46.338257Z,2025-07-22T09:43:46Z,,,,,,,,,,,,,0,0,0,0,24,0,0,0,0,0
TB006146 ( BT) 8-poorts,active,,13,,,,10,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:44:01.186886Z,2025-07-22T09:44:01Z,,,,,,,,,,,,,0,0,1,0,11,0,0,0,0,0
tbforum01-server07,active,,13,,,,1,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:43:51.919410Z,2025-07-22T09:43:51Z,,,,,,,,,,,,,0,0,0,0,3,0,0,0,0,0
Techno Design IP,active,2,13,,,,4,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:42:50.650935Z,2025-07-22T09:42:50Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
Telco 16,active,,13,,,,1,,,,899,,,,,,,,,,,,,,,,,,,,dedicated,,,,,2025-07-22T09:55:12.216010Z,2025-07-22T09:55:12Z,,,,,,Removed from DC,,,,,,,0,0,0,0,3,0,0,0,0,0
Telescope shelf,active,3,14,26,TSER-1,Front 23.0,9,,,,2391,,,,,,,,23.0,Front,,,,,,,,,,,,,,GO / Internal Technology Services (responsible),,2025-07-22T13:22:20.683640Z,2025-07-22T13:22:20Z,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0
test_draytek_2925,active,3,14,26,TSER-1,Rear 30.0,3,,,,2392,,,,,,,,30.0,Rear,,,,,,,,,,,,,,GO / Internal Technology Services (responsible),,2025-07-22T13:22:21.749574Z,2025-07-22T13:22:21Z,,,,,,,,,,,,,0,0,3,0,6,0,0,0,0,0
test-lns,active,2,13,,,,3,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:44:34.803790Z,2025-07-22T09:44:34Z,,,,,,,,,,,,,1,0,2,0,5,0,0,0,0,0
test-rack-bla,active,2,13,,,,2,,,,1566,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T10:06:40.368983Z,2025-07-22T10:06:40Z,,,,,,,,,,,,,0,0,0,0,49,0,0,0,0,0
Testnetwork-CPE's,active,3,14,26,TSER-1,Rear 25.0,26,,,,2393,,,,,,,,25.0,Rear,,,,,,,,,,,,,,GO / Internal Technology Services (responsible),,2025-07-22T13:22:24.167913Z,2025-07-22T13:22:24Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
testrack-apc01,active,3,14,26,TSER-1,Front 34.0,36,,,19778,2394,,,,,,,,34.0,Front,,,,19778,,,,,,,,,,GO / Internal Technology Services (responsible),,2025-07-22T13:22:24.905454Z,2025-07-22T13:28:05Z,,,,,,,,,,,,,1,0,2,15,3,0,0,0,0,0
testrack-apc02,active,2,13,,,,7,,,,582,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:50:59.639489Z,2025-07-22T09:50:59Z,,,,,,,,,,,,,0,0,1,8,1,0,0,0,0,0
testrack-apc03,active,2,13,,,,7,,,,583,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:50:59.949095Z,2025-07-22T09:50:59Z,,,,,,,,,,,,,0,0,1,8,1,0,0,0,0,0
testrack-apc04,active,2,13,,,,7,,,,584,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:51:00.264758Z,2025-07-22T09:51:00Z,,,,,,,,,,,,,0,0,1,8,1,0,0,0,0,0
testrack-apc05,active,2,13,,,,7,,,,585,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:51:00.586049Z,2025-07-22T09:51:00Z,,,,,,,,,,,,,0,0,1,8,1,0,0,0,0,0
testrouter,active,3,14,26,TSER-1,Front 35.0,3,,,,2395,,,,,,,,35.0,Front,,,,,,,,,,,,,,GO / Internal Technology Services (responsible),,2025-07-22T13:22:28.101310Z,2025-07-22T13:22:28Z,,,,,,,,,,,,,0,0,4,0,0,0,0,0,0,0
testsw02,active,2,13,,,,2,,,,595,,J4903A,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:51:08.466273Z,2025-07-22T09:51:08Z,,,,,,,,,,,,,0,0,0,0,24,0,0,0,0,0
Tijdelijk TMG 7822,active,,13,,,,10,,,,429,,7822,Telcobridge 7822,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:48:00.644445Z,2025-07-22T09:48:00Z,,,,,,,,,,,,,0,0,2,0,3,0,0,0,0,0
TMG (3200) - TB006255 (C7),active,,13,,,,10,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:44:01.496228Z,2025-07-22T09:44:01Z,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0
tmg61/TB005998/BT-ISDN-TMG,active,,13,,,,10,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:43:55.629298Z,2025-07-22T09:43:55Z,,,,,,,,,,,,,0,0,2,0,10,0,0,0,0,0
tmg62/TB011551/KPN-C7-TMG,active,,13,,,,10,,,,283,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:45:46.733888Z,2025-07-22T09:45:46Z,,,,,,,,,,,,,0,0,2,0,2,0,0,0,0,0
TMG63 (3200) - TB006078,active,,13,,,,10,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:44:31.337331Z,2025-07-22T09:44:31Z,,,,,,,,,,,,,0,0,2,0,2,0,0,0,0,0
tmg63/TB011525/KPN-C7-TMG,active,,13,,,,10,,,,282,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:45:46.433111Z,2025-07-22T09:45:46Z,,,,,,,,,,,,,0,0,2,0,2,0,0,0,0,0
tmg64/TB007447/BT-ISDN-TMG,active,,13,,,,10,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:43:35.761469Z,2025-07-22T09:43:35Z,,,,,,,,,,,,,0,0,0,0,10,0,0,0,0,0
tmg66/TB007442/VZB-TMG,active,,13,,,,10,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:44:31.020462Z,2025-07-22T09:44:31Z,,,,,,,,,,,,,0,0,2,0,10,0,0,0,0,0
tmg67/TB012853/BT-C7,active,,13,,,,10,,,,344,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:46:35.739385Z,2025-07-22T09:46:35Z,,,,,,,,,,,,,0,0,2,0,36,0,0,0,0,0
tmg68/ TB012851/BT-C7,active,,13,,,,10,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:46:36.045993Z,2025-07-22T09:46:36Z,,,,,,,,,,,,,0,0,2,0,28,0,0,0,0,0
tmg90/TB011537/KPN-C7-TMG,active,,13,,,,10,,,,285,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:45:47.762562Z,2025-07-22T09:45:47Z,,,,,,,,,,,,,0,0,2,0,3,0,0,0,0,0
tmg239/TB012852/BT-C7,active,,13,,,,10,,,,346,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:46:36.364726Z,2025-07-22T09:46:36Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
TOR1,active,3,14,26,TSER-1,Front 12.0,2,,,,2396,,,,,,,,12.0,Front,,,,,,,,,,,,,,GO / Internal Technology Services (responsible),,2025-07-22T13:22:29.174967Z,2025-07-22T13:22:29Z,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0
TOR2,active,3,14,26,TSER-1,Front 11.0,2,,,,2397,,,,,,,,11.0,Front,,,,,,,,,,,,,,GO / Internal Technology Services (responsible),,2025-07-22T13:22:29.964818Z,2025-07-22T13:22:29Z,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0
Trined,active,2,13,,,,3,,,,984,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:56:00.603884Z,2025-07-22T09:56:00Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
tser-switch-01,active,3,14,26,TSER-1,Front 39.0,2,,,19631,2398,,,,,,,,39.0,Front,,,,19631,,,,,,,,,,GO / Internal Technology Services (responsible),,2025-07-22T13:22:30.909668Z,2025-07-22T13:28:05Z,,,,,,,,,,,,,2,0,2,0,50,0,0,0,0,0
tst-freeswitch,active,,5,10,C01,Front 13.0,1,,,,837,,,,,,,,13.0,Front,,,,,,,,,,,,,,,,2025-07-22T09:54:14.624850Z,2025-07-22T09:54:14Z,,,,,,,,,,,,,0,0,0,0,3,0,0,0,0,0
TULIS,active,2,13,,,,4,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:43:01.743312Z,2025-07-22T09:43:01Z,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0
TweakDSL draytek,active,2,13,,,,3,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:45:44.444512Z,2025-07-22T09:45:44Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
U27 01,active,2,13,,,,5,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:43:19.279310Z,2025-07-22T09:43:19Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
UMG1A,active,1,5,8,A07,Front 19.0,23,,,,634,,,,,,,,19.0,Front,,,,,,,,,,,,,,,,2025-07-22T09:51:37.310679Z,2025-07-22T09:51:37Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
UMG1B,active,1,5,8,A07,Front 5.0,23,,,,635,,,,,,,,5.0,Front,,,,,,,,,,,,,,,,2025-07-22T09:51:37.929480Z,2025-07-22T09:51:37Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
UMG1C,active,1,5,8,A06,Front 25.0,23,,,,636,,,,,,,,25.0,Front,,,,,,,,,,,,,,,,2025-07-22T09:51:38.492853Z,2025-07-22T09:51:38Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
UMG2A,active,1,5,8,A03,Front 19.0,23,,,,638,,,,,,,,19.0,Front,,,,,,,,,,,,,,,,2025-07-22T09:51:39.637700Z,2025-07-22T09:51:39Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
UMG2B,active,1,5,8,A03,Front 5.0,23,,,,639,,,,,,,,5.0,Front,,,,,,,,,,,,,,,,2025-07-22T09:51:40.190701Z,2025-07-22T09:51:40Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
UMG2C,active,1,5,8,A04,Front 26.0,23,,,,640,,,,,,,,26.0,Front,,,,,,,,,,,,,,,,2025-07-22T09:51:41.080285Z,2025-07-22T09:51:41Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
USAU,active,1,5,9,B02,Front 24.0,23,,,,707,,,,,,,,24.0,Front,,,,,,,,,,,,,,,,2025-07-22T09:52:25.229945Z,2025-07-22T09:52:25Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
USAU KVM,active,,5,9,B02,Front 22.0,24,,,,718,,,,,,,,22.0,Front,,,,,,,,,,,,,,,,2025-07-22T09:52:32.343459Z,2025-07-22T09:52:32Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
USAU-BAM,active,,5,9,B02,Front 15.0,1,,,,698,,,,,,,,15.0,Front,,,,,,,,,,,,,,,,2025-07-22T09:52:19.500941Z,2025-07-22T09:52:19Z,,,,,,,,,,,,,0,0,0,0,3,0,0,0,0,0
USB disk TM,active,2,13,,,,12,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:43:54.787126Z,2025-07-22T09:43:54Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
Vanderoest.net,active,2,13,,,,4,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:42:58.417404Z,2025-07-22T09:42:58Z,,,,,,,,,,,,,0,0,2,0,2,0,0,0,0,0
Verizon Access Switch,active,2,7,11,0601,Front 44.0,2,,,,898,,,,,,,,44.0,Front,,,,,,,,,,,,,,,,2025-07-22T09:55:11.879612Z,2025-08-12T10:46:31Z,,,,,,,,,,,,,0,0,1,0,24,0,0,0,0,0
Verizon Cisco 1941,active,2,3,3,304,Front 3.0,3,,,,989,,,,,,,,3.0,Front,,,,,,,,,,,,,,,,2025-07-22T09:56:02.657950Z,2025-07-22T09:56:02Z,,,,,,,,,,,,,1,0,1,0,2,0,0,0,0,0
Verizon PIN Router,active,2,7,11,0601,Front 45.0,3,,,,897,,,,,,,,45.0,Front,,,,,,,,,,,,,,,,2025-07-22T09:55:11.293344Z,2025-08-12T10:46:19Z,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0
Verizon uplink NLX117-7002,active,2,3,3,304,Front 5.0,12,,,,983,,,,,,,,5.0,Front,,,,,,,,,,,,,,,,2025-07-22T09:55:59.903553Z,2025-07-22T09:55:59Z,,,,,,,,,,,,,0,0,1,0,2,0,0,0,0,0
Verzion modem,active,,7,11,0601,Front 17.0,25,,,,1020,,,,,,,,17.0,Front,,,,,,,,,,,,,Not rackmounted,,,2025-07-22T09:56:20.143426Z,2025-08-27T07:09:17Z,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0
video-rec-vw01,active,2,13,,,,12,,,,781,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-22T09:53:39.012408Z,2025-07-22T09:53:39Z,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
